Open,High,Low,Adj Close,Volume
5201.299805,5231.450195,5171.049805,5222.350098,0.0
5751.549805,5807.25,5751.350098,5787.600098,0.0
14493.799805,14667.549805,14484.849609,14653.049805,451800.0
4608.75,4647.350098,4581.049805,4593.549805,0.0
6072.450195,6081.850098,6053.25,6062.700195,150500.0
12153.150391,12224.049805,12132.549805,12215.900391,477500.0
17967.449219,17971.349609,17798.199219,17873.599609,232100.0
7817.600098,7821.399902,7775.700195,7781.899902,152500.0
5715.399902,5754.549805,5690.200195,5742.299805,223700.0
11261.900391,11426.150391,11259.849609,11407.150391,412100.0
12399.400391,12474.049805,12367.349609,12461.049805,553400.0
10775.599609,10777.25,10664.5,10682.700195,214100.0
10101.049805,10128.599609,10065.75,10114.650391,184300.0
5466.100098,5530.549805,5464.75,5520.799805,0.0
5268.600098,5342.799805,5255.049805,5315.049805,0.0
5286.600098,5348.549805,5284.549805,5345.350098,0.0
8709.849609,8736.950195,8684.150391,8708.950195,157100.0
14668.349609,14743.900391,14611.5,14724.799805,467800.0
5058.950195,5074.0,5010.149902,5062.25,0.0
10969.950195,11080.599609,10882.849609,11067.450195,405000.0
5729.25,5743.549805,5655.600098,5698.149902,0.0
11580.299805,11684.700195,11553.150391,11661.849609,853400.0
8224.5,8229.400391,8144.75,8181.5,267700.0
5516.100098,5516.299805,5468.450195,5494.399902,0.0
8131.5,8224.950195,8123.450195,8191.5,183100.0
4995.0,5023.799805,4991.399902,5018.399902,0.0
5478.25,5544.700195,5478.100098,5540.200195,0.0
5112.5,5147.450195,5079.149902,5089.649902,0.0
8780.849609,8847.650391,8750.5,8779.849609,265800.0
11786.25,11986.150391,11783.400391,11979.650391,560400.0
7417.549805,7433.299805,7391.350098,7402.25,204600.0
7316.600098,7325.399902,7224.399902,7235.649902,241100.0
8666.150391,8745.200195,8635.0,8738.099609,137300.0
9273.049805,9309.200195,9250.349609,9306.599609,168700.0
12052.650391,12095.200195,12005.849609,12021.650391,289200.0
8807.900391,8809.549805,8715.099609,8723.049805,164000.0
18121.300781,18127.599609,17856.0,17914.150391,283300.0
8505.849609,8525.75,8433.599609,8466.549805,153300.0
15794.0,15820.799805,15744.599609,15812.349609,246700.0
17357.349609,17625.550781,17345.199219,17577.5,285600.0
18744.599609,18769.699219,18690.0,18755.900391,261400.0
8565.450195,8594.799805,8510.049805,8541.400391,221700.0
8844.049805,8849.75,8631.75,8647.75,179200.0
21800.800781,21831.699219,21574.75,21616.050781,287400.0
22081.550781,22252.5,21875.25,22217.449219,343500.0
5856.100098,5924.600098,5853.299805,5916.299805,199600.0
10322.75,10350.450195,10290.849609,10331.599609,200200.0
6128.25,6187.299805,6128.25,6169.899902,158600.0
5228.049805,5236.700195,5181.700195,5192.850098,0.0
17950.400391,18089.150391,17885.300781,18065.0,290300.0
8260.299805,8268.25,8220.549805,8248.25,77700.0
5574.700195,5580.950195,5323.75,5341.450195,250300.0
8134.399902,8134.950195,8069.5,8108.850098,145500.0
17772.050781,17772.349609,17573.599609,17589.599609,262400.0
9436.650391,9437.75,9372.549805,9400.900391,154300.0
2755.149902,2832.850098,2669.5,2682.899902,0.0
16469.599609,16487.25,16347.099609,16416.349609,233800.0
5665.200195,5698.299805,5645.100098,5665.600098,0.0
16283.950195,16324.700195,16172.599609,16201.799805,189700.0
5493.200195,5496.299805,5433.649902,5456.549805,0.0
6447.25,6518.450195,6432.700195,6504.200195,177300.0
21921.050781,21964.300781,21726.949219,21771.699219,440800.0
5385.100098,5422.600098,5367.450195,5394.850098,0.0
7788.5,7854.899902,7765.450195,7842.75,132600.0
6508.350098,6523.649902,6473.25,6483.100098,142000.0
10175.599609,10178.950195,10129.950195,10147.549805,187500.0
5550.5,5569.200195,5537.049805,5542.950195,97000.0
5836.0,5885.25,5827.850098,5879.850098,0.0
22455.0,22529.949219,22427.75,22462.0,0.0
2755.149902,2806.5,2736.649902,2776.149902,0.0
5647.75,5692.950195,5604.850098,5682.549805,209700.0
8519.650391,8548.950195,8489.799805,8541.200195,143200.0
5148.350098,5148.350098,5056.5,5124.899902,0.0
8456.099609,8548.950195,8448.0,8532.849609,203300.0
10796.799805,10814.049805,10661.25,10672.25,286200.0
7734.350098,7754.649902,7706.799805,7714.799805,133800.0
4999.600098,5085.200195,4997.600098,5078.600098,0.0
17156.300781,17196.400391,16978.300781,17016.300781,492000.0
8904.400391,8960.799805,8898.599609,8945.799805,205900.0
19345.849609,19423.0,19309.699219,19411.75,180700.0
7965.100098,7970.049805,7893.799805,7908.25,106900.0
8119.149902,8191.0,8100.149902,8114.700195,162100.0
5158.5,5194.600098,5105.649902,5114.649902,0.0
10963.5,11030.25,10946.200195,11010.200195,187300.0
11023.5,11041.200195,10925.450195,10943.599609,352800.0
12174.549805,12272.150391,12149.650391,12248.25,593200.0
8601.5,8646.75,8517.900391,8529.450195,164100.0
6023.75,6056.399902,5984.600098,6048.350098,140200.0
11973.549805,12022.049805,11867.200195,11930.950195,522600.0
17062.0,17182.5,16866.75,17110.150391,395600.0
9899.599609,9924.700195,9838.0,9915.25,187500.0
5944.600098,5952.0,5893.649902,5914.100098,115900.0
10334.299805,10545.099609,10334.0,10458.400391,1218500.0
5883.950195,5907.100098,5780.350098,5799.75,0.0
17310.150391,17390.150391,17215.849609,17345.449219,333600.0
4707.049805,4758.25,4667.5,4747.049805,0.0
5789.950195,5843.149902,5754.700195,5830.0,0.0
2868.850098,2869.199951,2748.550049,2773.100098,0.0
22009.650391,22011.050781,21665.300781,21717.949219,491100.0
10701.0,10827.450195,10577.75,10618.200195,715900.0
5418.700195,5431.100098,5372.450195,5416.450195,0.0
14371.650391,14546.049805,14350.849609,14521.150391,546100.0
8653.150391,8669.599609,8614.5,8626.25,165000.0
9936.799805,9982.049805,9919.599609,9966.400391,174500.0
18259.099609,18265.25,18080.300781,18105.300781,192000.0
13012.049805,13035.299805,12914.299805,12968.950195,1162400.0
11777.549805,11794.25,11325.849609,11387.5,1371800.0
15674.25,15858.0,15659.450195,15732.099609,225400.0
8102.399902,8139.299805,8096.350098,8107.899902,138900.0
5283.899902,5329.549805,5242.149902,5302.850098,0.0
4318.75,4362.850098,4244.700195,4270.299805,0.0
9067.900391,9149.599609,8968.549805,9039.25,675800.0
5019.899902,5045.100098,4964.0,4974.350098,0.0
10034.700195,10085.900391,10016.950195,10077.099609,237700.0
5851.350098,5856.399902,5776.950195,5785.450195,0.0
9736.400391,9789.200195,9687.549805,9768.950195,385000.0
4985.100098,4994.350098,4931.25,4958.950195,0.0
8801.900391,8840.650391,8751.400391,8767.25,135200.0
8499.450195,8612.599609,8493.950195,8602.75,292500.0
2843.050049,2926.75,2840.149902,2919.899902,0.0
20110.150391,20110.349609,19914.650391,19993.199219,328100.0
10742.049805,10751.549805,10294.450195,10451.450195,1565500.0
6011.299805,6013.25,5863.950195,5890.299805,0.0
8748.900391,8768.5,8690.5,8706.400391,151400.0
6052.850098,6069.799805,6021.149902,6054.299805,137000.0
16900.650391,16927.75,16555.0,16663.0,381600.0
11681.0,11814.400391,11651.0,11796.450195,300500.0
2785.699951,2940.149902,2785.699951,2928.25,0.0
14946.549805,14956.549805,14696.049805,14721.299805,100.0
10376.650391,10392.950195,10345.900391,10361.299805,152500.0
5020.149902,5125.700195,5020.149902,5110.5,0.0
5097.350098,5170.399902,5093.450195,5165.0,0.0
5653.399902,5672.799805,5638.649902,5663.450195,0.0
10362.299805,10366.150391,10311.299805,10323.049805,312700.0
14888.599609,14919.450195,14467.75,14529.150391,1103600.0
16530.699219,16610.949219,16444.550781,16569.550781,233600.0
15703.700195,15793.950195,15511.049805,15752.049805,364100.0
10808.650391,10834.0,10755.400391,10817.700195,305400.0
10440.5,10453.0,10412.549805,10423.799805,201500.0
5937.950195,6013.149902,5880.299805,5913.200195,0.0
21812.75,22126.800781,21805.550781,21853.800781,442800.0
,,,,
5734.649902,5740.399902,5651.049805,5660.649902,0.0
5204.350098,5229.649902,5116.450195,5211.25,0.0
5340.25,5463.799805,5340.25,5456.0,0.0
15323.950195,15384.549805,15272.5,15337.849609,0.0
10614.700195,10619.549805,10544.849609,10585.200195,296600.0
11727.400391,11789.75,11667.849609,11762.450195,555800.0
5390.850098,5428.149902,5376.149902,5413.850098,0.0
9461.0,9517.200195,9456.349609,9512.25,166500.0
15272.650391,15400.400391,15183.400391,15293.5,342600.0
2634.199951,2634.199951,2502.899902,2553.149902,0.0
17533.849609,17638.699219,17502.849609,17599.150391,242700.0
10333.700195,10397.700195,10328.5,10379.349609,221600.0
2934.050049,2945.300049,2861.550049,2920.149902,0.0
16304.400391,16336.75,16223.299805,16238.200195,320100.0
18046.349609,18096.150391,17861.5,17877.400391,289600.0
5092.149902,5147.100098,5092.149902,5124.0,0.0
10808.700195,10883.049805,10782.349609,10858.700195,691300.0
5565.700195,5604.950195,5507.200195,5516.75,0.0
8514.299805,8540.049805,8476.700195,8528.549805,167900.0
14710.5,14890.25,14694.950195,14864.549805,457000.0
5424.950195,5458.799805,5352.25,5385.200195,0.0
5382.100098,5421.049805,5351.399902,5390.200195,0.0
18631.800781,18728.900391,18631.800781,18716.150391,233200.0
12274.900391,12286.450195,12213.799805,12255.849609,411100.0
6803.049805,6819.049805,6777.299805,6796.399902,191100.0
10488.900391,10489.349609,10302.75,10378.400391,187300.0
5752.100098,5833.649902,5639.649902,5654.549805,0.0
8788.450195,8824.299805,8774.200195,8808.400391,131700.0
10722.599609,10818.0,10722.599609,10768.349609,220900.0
18273.75,18342.75,18194.550781,18314.800781,241700.0
18081.0,18267.449219,18066.699219,18255.800781,226600.0
16151.400391,16287.950195,16142.200195,16278.5,227700.0
5869.0,5871.899902,5844.700195,5855.75,0.0
4823.5,4869.75,4728.299805,4772.149902,0.0
14823.549805,14824.049805,14649.700195,14696.5,643800.0
11354.400391,11452.049805,11303.650391,11333.849609,681300.0
6070.899902,6201.450195,6070.899902,6189.350098,250300.0
5553.75,5625.75,5552.700195,5592.950195,274900.0
5525.299805,5549.299805,5402.600098,5428.25,0.0
6709.950195,6737.649902,6689.5,6694.799805,114300.0
7668.200195,7678.5,7525.350098,7542.100098,174500.0
4963.950195,4980.850098,4931.899902,4976.049805,0.0
5282.5,5287.899902,5228.0,5234.399902,0.0
6050.399902,6081.450195,5955.700195,5967.049805,198900.0
17665.75,17766.5,17602.25,17754.400391,267000.0
18528.449219,18534.900391,18445.099609,18512.75,205900.0
8209.849609,8213.599609,8134.299805,8160.100098,471000.0
10322.0,10334.150391,10216.25,10224.950195,210300.0
9988.200195,10015.75,9959.450195,9988.75,143900.0
15421.200195,15469.650391,15394.75,15435.650391,468100.0
10996.049805,11021.099609,10922.400391,10948.299805,649900.0
4819.649902,4827.0,4692.350098,4718.649902,0.0
9384.049805,9523.299805,9379.200195,9509.75,289200.0
5236.100098,5297.450195,5231.5,5289.049805,0.0
10171.950195,10175.450195,10094.0,10118.049805,207400.0
9091.650391,9122.75,9060.5,9087.0,270300.0
11538.450195,11618.099609,11516.75,11604.549805,527800.0
6530.0,6541.200195,6506.0,6524.049805,172500.0
16327.299805,16338.75,16162.549805,16282.25,277900.0
7972.5,8022.600098,7942.049805,7985.75,124100.0
5049.450195,5057.5,5011.049805,5037.5,0.0
13910.349609,13967.599609,13859.900391,13932.599609,439600.0
9163.0,9217.900391,9095.450195,9105.150391,174200.0
2576.75,2628.100098,2539.449951,2620.149902,0.0
18229.5,18241.400391,17968.5,18125.400391,418700.0
17756.400391,17838.900391,17723.699219,17786.800781,250000.0
10563.650391,10572.200195,10546.200195,10565.299805,262600.0
7514.200195,7538.75,7482.299805,7508.799805,126700.0
6011.950195,6020.75,5981.549805,6016.149902,0.0
5015.5,5128.899902,5015.149902,5115.899902,0.0
7929.200195,7942.149902,7902.75,7928.950195,113000.0
5931.149902,5942.75,5865.799805,5892.299805,0.0
9984.150391,9988.400391,9861.0,9912.849609,148800.0
2933.0,2937.5,2877.600098,2925.699951,0.0
10612.650391,10646.25,10512.0,10526.75,239500.0
4965.049805,5026.149902,4917.399902,5012.549805,0.0
10232.950195,10243.349609,10141.549805,10154.200195,249500.0
8155.149902,8160.049805,8056.75,8130.649902,154700.0
5991.049805,6006.799805,5932.399902,5959.549805,0.0
12082.450195,12182.75,12070.349609,12165.0,499600.0
7580.049805,7606.450195,7502.549805,7540.700195,148900.0
10304.349609,10344.950195,10254.099609,10321.75,279400.0
17428.599609,17451.599609,17299.0,17392.699219,246400.0
5271.399902,5368.149902,5249.75,5268.399902,0.0
5834.600098,5864.950195,5834.600098,5859.0,110400.0
7762.450195,7775.100098,7730.899902,7762.25,160900.0
5577.0,5720.0,5575.450195,5691.149902,0.0
5211.200195,5217.299805,5180.649902,5188.399902,0.0
17973.449219,18061.25,17915.0,18017.199219,261400.0
5385.950195,5390.649902,5356.649902,5362.950195,0.0
8696.849609,8726.200195,8645.549805,8661.049805,171300.0
5233.549805,5238.700195,5197.5,5205.100098,0.0
5907.75,5908.75,5677.0,5705.299805,0.0
6228.899902,6288.950195,6180.799805,6187.25,168800.0
11447.799805,11493.5,11419.900391,11464.450195,554800.0
5708.649902,5732.149902,5669.0,5688.700195,154600.0
5568.75,5603.049805,5487.0,5495.100098,138200.0
4985.049805,5050.600098,4980.100098,5000.299805,0.0
7413.350098,7575.649902,7402.799805,7563.549805,298700.0
5137.899902,5211.0,5085.549805,5191.600098,0.0
4576.799805,4649.450195,4539.799805,4609.850098,0.0
5705.899902,5757.75,5647.950195,5658.75,179200.0
11852.049805,11938.599609,11805.200195,11914.200195,611100.0
7436.100098,7539.0,7424.299805,7531.799805,245100.0
5782.5,5804.299805,5706.049805,5749.5,0.0
10832.900391,10833.700195,10773.549805,10808.049805,184300.0
11605.799805,11632.549805,11571.349609,11598.25,299000.0
5845.950195,5920.149902,5791.75,5908.950195,149000.0
2983.600098,3052.550049,2963.300049,3041.75,0.0
12328.400391,12385.450195,12321.400391,12352.349609,502100.0
17885.5,17916.900391,17779.800781,17893.449219,260900.0
3484.350098,3511.25,3354.199951,3369.5,0.0
4999.149902,5117.700195,4999.149902,5111.700195,0.0
8711.200195,8767.049805,8703.150391,8745.150391,165500.0
6037.850098,6068.5,6018.600098,6056.600098,0.0
5869.950195,5886.0,5825.799805,5831.649902,173400.0
21033.949219,21288.349609,20976.800781,21255.050781,277500.0
10785.5,10785.5,10652.400391,10671.400391,246000.0
4515.350098,4517.799805,4332.799805,4356.149902,0.0
4977.100098,5036.299805,4977.100098,5020.200195,0.0
5233.100098,5236.899902,5209.950195,5227.75,0.0
11087.900391,11181.450195,11062.799805,11109.650391,538100.0
10345.650391,10373.099609,10319.650391,10333.25,255100.0
5195.600098,5220.200195,5164.649902,5215.700195,0.0
8996.599609,8996.599609,8775.099609,8808.900391,267300.0
9408.599609,9599.849609,9392.349609,9553.349609,653000.0
17840.349609,17954.550781,17800.050781,17929.849609,244500.0
9390.200195,9390.849609,9230.799805,9261.849609,726400.0
,,,,
14326.349609,14461.150391,14273.299805,14341.349609,498100.0
11660.200195,11662.549805,11559.200195,11598.0,349000.0
5602.399902,5620.549805,5586.450195,5600.049805,0.0
18044.349609,18103.099609,17969.400391,18028.199219,256500.0
9920.200195,9922.549805,9863.450195,9873.299805,161100.0
2583.75,2585.300049,2252.75,2524.199951,0.0
4830.350098,4832.25,4786.25,4808.600098,0.0
11890.0,11939.549805,11823.450195,11896.450195,544900.0
5243.899902,5259.5,5215.700195,5225.700195,0.0
5297.200195,5359.049805,5297.200195,5352.450195,0.0
15773.900391,15778.799805,15680.0,15740.099609,378200.0
11443.5,11523.25,11430.549805,11515.200195,276600.0
5430.149902,5440.350098,5376.950195,5396.0,0.0
11643.950195,11809.400391,11627.349609,11786.849609,951700.0
8528.700195,8546.950195,8508.349609,8537.650391,153200.0
18748.550781,18829.25,18714.25,18817.400391,222500.0
10744.099609,10808.849609,10721.5,10789.849609,279600.0
,,,,
4866.850098,4936.75,4847.25,4921.399902,0.0
5217.350098,5228.899902,5140.549805,5148.350098,0.0
8385.950195,8576.0,8244.0,8281.099609,593300.0
2998.449951,3007.800049,2860.25,2892.649902,0.0
9682.400391,9688.700195,9641.5,9647.25,155400.0
5967.200195,6036.899902,5962.149902,6024.049805,0.0
5030.299805,5112.149902,5017.25,5056.600098,0.0
10693.349609,10766.25,10689.849609,10741.700195,215400.0
21906.550781,21953.849609,21794.800781,21910.75,345400.0
9108.099609,9143.900391,9102.650391,9136.400391,170300.0
5302.950195,5325.0,5251.350098,5262.450195,0.0
8376.75,8398.450195,8364.700195,8370.700195,154200.0
7960.5,7977.5,7936.700195,7945.549805,113000.0
14526.700195,14526.950195,14207.299805,14296.400391,467400.0
8728.75,8755.599609,8682.349609,8699.950195,172800.0
19674.75,19806.0,19667.449219,19731.800781,236800.0
7324.950195,7344.75,7302.600098,7329.649902,175600.0
7869.5,7877.5,7825.200195,7849.25,127000.0
8530.5,8530.599609,8428.049805,8477.299805,174700.0
,,,,
8230.349609,8241.950195,8217.049805,8232.900391,156700.0
5094.149902,5094.149902,4954.850098,5036.0,0.0
7588.700195,7592.450195,7540.100098,7568.549805,118400.0
10358.450195,10374.299805,10307.299805,10348.75,153000.0
12172.900391,12258.450195,12157.900391,12245.799805,383800.0
5420.0,5497.850098,5373.649902,5449.649902,0.0
8288.700195,8410.599609,8288.700195,8395.450195,101900.0
6695.450195,6783.049805,6684.399902,6779.399902,131500.0
8231.5,8244.5,8128.200195,8143.600098,199100.0
3269.050049,3335.949951,3046.600098,3074.350098,0.0
5323.299805,5373.149902,5265.299805,5273.600098,0.0
2656.5,2793.800049,2646.350098,2788.0,0.0
17463.099609,17490.699219,17161.25,17382.0,325000.0
6064.299805,6093.350098,6061.299805,6077.799805,126500.0
5316.5,5428.899902,5303.0,5409.049805,326500.0
7897.799805,7955.549805,7891.149902,7946.350098,150900.0
22053.150391,22115.550781,21963.550781,22097.449219,345500.0
10236.599609,10296.549805,10169.849609,10192.950195,181600.0
11939.099609,11981.950195,11888.049805,11937.5,599100.0
10391.0,10429.349609,10347.650391,10360.400391,187700.0
17590.199219,17617.800781,17462.550781,17516.300781,261400.0
10518.200195,10555.5,10485.400391,10539.75,217400.0
8086.350098,8100.350098,8031.75,8060.700195,132500.0
5031.700195,5077.0,4972.950195,4985.75,0.0
8179.200195,8215.349609,8171.049805,8179.950195,194400.0
17375.75,17383.400391,17254.199219,17353.5,252700.0
3346.0,3401.149902,3307.050049,3342.050049,0.0
11646.849609,11680.049805,11571.75,11584.299805,359900.0
6197.25,6212.399902,6180.200195,6203.350098,161500.0
8173.100098,8212.400391,8157.649902,8204.0,147000.0
3108.75,3110.199951,2962.399902,2978.149902,0.0
8668.299805,8670.349609,8631.150391,8638.5,157000.0
12067.650391,12068.599609,11956.400391,11994.200195,605800.0
5622.700195,5655.399902,5610.75,5625.450195,0.0
10420.5,10441.349609,10215.900391,10249.25,222900.0
10908.650391,10956.700195,10886.700195,10934.349609,268100.0
21775.75,21813.050781,21501.800781,21522.099609,375100.0
22080.5,22124.150391,21969.800781,22032.300781,292400.0
4996.5,5073.200195,4994.0,5058.049805,0.0
11487.200195,11535.950195,11442.25,11521.799805,506700.0
5299.350098,5342.350098,5299.350098,5322.450195,0.0
5693.049805,5709.200195,5679.5,5704.200195,0.0
4572.5,4664.049805,4561.75,4653.0,0.0
10295.150391,10594.150391,10276.299805,10498.25,266500.0
7755.25,7873.649902,7753.549805,7866.049805,160600.0
8819.900391,8820.450195,8772.5,8792.299805,188300.0
8214.700195,8279.150391,8214.700195,8246.299805,82100.0
5991.200195,6038.200195,5980.950195,6030.799805,116300.0
6204.25,6225.399902,6191.399902,6201.850098,156900.0
5731.100098,5751.700195,5677.75,5686.25,0.0
5116.350098,5152.600098,5102.100098,5133.399902,0.0
7901.0,7918.549805,7881.149902,7897.5,140600.0
22371.25,22416.900391,22269.150391,22356.300781,296200.0
10398.299805,10540.150391,10396.349609,10528.349609,195000.0
8153.549805,8159.299805,8070.049805,8086.799805,171500.0
17287.199219,17337.349609,17216.949219,17314.650391,216300.0
7418.25,7503.149902,7406.649902,7489.100098,249800.0
16303.650391,16375.5,16286.900391,16364.400391,280200.0
7867.350098,7880.0,7799.75,7829.100098,136500.0
5135.799805,5143.049805,5062.450195,5081.700195,0.0
7923.25,7928.0,7825.450195,7864.0,225500.0
9311.450195,9338.700195,9297.950195,9314.049805,174300.0
5541.700195,5541.799805,5487.649902,5499.0,0.0
2737.25,2746.199951,2677.550049,2733.899902,0.0
5217.649902,5260.600098,5217.649902,5238.399902,0.0
17194.5,17220.699219,17027.849609,17063.25,200200.0
4003.399902,4003.399902,3918.75,3974.050049,0.0
21110.400391,21210.900391,21074.449219,21182.699219,334400.0
6121.399902,6148.600098,6067.0,6103.450195,0.0
8015.549805,8042.049805,7950.049805,8002.399902,182200.0
22103.449219,22186.650391,22021.050781,22122.25,0.0
3077.25,3110.449951,3027.800049,3039.300049,0.0
5136.049805,5182.549805,5088.399902,5117.299805,0.0
11514.150391,11562.25,11436.049805,11536.900391,247900.0
10994.849609,11052.700195,10968.200195,11003.5,434500.0
2917.899902,3012.100098,2917.899902,2981.199951,0.0
5387.100098,5399.200195,5360.600098,5378.75,0.0
8525.5,8561.349609,8483.849609,8510.799805,122200.0
15807.5,15835.900391,15724.049805,15748.450195,360300.0
6030.299805,6153.100098,6030.299805,6143.399902,0.0
5596.75,5624.399902,5583.049805,5619.700195,0.0
8614.349609,8622.950195,8547.549805,8572.549805,147500.0
9340.950195,9342.650391,9282.25,9304.049805,162200.0
